,product,region,year_month,mean_weighted_price
634,pork breakfast sausage,NATIONAL,2023-05,3.6550000000000002
635,pork breakfast sausage,NATIONAL,2023-06,3.6079999999999997
636,pork breakfast sausage,NATIONAL,2023-07,3.7475
637,pork breakfast sausage,NATIONAL,2023-08,3.9475000000000002
638,pork breakfast sausage,NATIONAL,2023-09,3.9659999999999997
639,pork breakfast sausage,NATIONAL,2023-10,4.1175
640,pork breakfast sausage,NATIONAL,2023-11,3.7775
641,pork breakfast sausage,NATIONAL,2023-12,3.724
642,pork breakfast sausage,NORTHEAST U.S.,2023-01,4.66
643,pork breakfast sausage,NORTHEAST U.S.,2023-02,4.4775
644,pork breakfast sausage,NORTHEAST U.S.,2023-03,4.048
645,pork breakfast sausage,NORTHEAST U.S.,2023-04,4.36
646,pork breakfast sausage,NORTHEAST U.S.,2023-05,4.2625
647,pork breakfast sausage,NORTHEAST U.S.,2023-06,3.8579999999999997
648,pork breakfast sausage,NORTHEAST U.S.,2023-07,4.025
649,pork breakfast sausage,NORTHEAST U.S.,2023-08,3.8525
650,pork breakfast sausage,NORTHEAST U.S.,2023-09,3.96
651,pork breakfast sausage,NORTHEAST U.S.,2023-10,4.2425
652,pork breakfast sausage,NORTHEAST U.S.,2023-11,3.8175
653,pork breakfast sausage,NORTHEAST U.S.,2023-12,3.982
654,pork breakfast sausage,NORTHWEST U.S.,2023-01,4.595
655,pork breakfast sausage,NORTHWEST U.S.,2023-02,3.3800000000000003
656,pork breakfast sausage,NORTHWEST U.S.,2023-03,4.932
657,pork breakfast sausage,NORTHWEST U.S.,2023-04,3.68
658,pork breakfast sausage,NORTHWEST U.S.,2023-05,3.815
659,pork breakfast sausage,NORTHWEST U.S.,2023-06,3.818
660,pork breakfast sausage,NORTHWEST U.S.,2023-07,3.5400000000000005
661,pork breakfast sausage,NORTHWEST U.S.,2023-08,4.725
662,pork breakfast sausage,NORTHWEST U.S.,2023-09,4.3
663,pork breakfast sausage,NORTHWEST U.S.,2023-10,4.2
664,pork breakfast sausage,NORTHWEST U.S.,2023-11,4.1875
665,pork breakfast sausage,NORTHWEST U.S.,2023-12,3.9840000000000004
666,pork breakfast sausage,SOUTH CENTRAL U.S.,2023-01,3.735
667,pork breakfast sausage,SOUTH CENTRAL U.S.,2023-02,3.4775
668,pork breakfast sausage,SOUTH CENTRAL U.S.,2023-03,3.5439999999999996
669,pork breakfast sausage,SOUTH CENTRAL U.S.,2023-04,3.535
670,pork breakfast sausage,SOUTH CENTRAL U.S.,2023-05,3.57
671,pork breakfast sausage,SOUTH CENTRAL U.S.,2023-06,3.71
672,pork breakfast sausage,SOUTH CENTRAL U.S.,2023-07,3.4875
673,pork breakfast sausage,SOUTH CENTRAL U.S.,2023-08,3.8175
674,pork breakfast sausage,SOUTH CENTRAL U.S.,2023-09,3.664
675,pork breakfast sausage,SOUTH CENTRAL U.S.,2023-10,3.8475
676,pork breakfast sausage,SOUTH CENTRAL U.S.,2023-11,3.985
677,pork breakfast sausage,SOUTH CENTRAL U.S.,2023-12,3.6659999999999995
678,pork breakfast sausage,SOUTHEAST U.S.,2023-01,3.5575
679,pork breakfast sausage,SOUTHEAST U.S.,2023-02,3.6350000000000002
680,pork breakfast sausage,SOUTHEAST U.S.,2023-03,3.6260000000000003
681,pork breakfast sausage,SOUTHEAST U.S.,2023-04,3.87
682,pork breakfast sausage,SOUTHEAST U.S.,2023-05,3.415
683,pork breakfast sausage,SOUTHEAST U.S.,2023-06,3.382
684,pork breakfast sausage,SOUTHEAST U.S.,2023-07,3.6950000000000003
685,pork breakfast sausage,SOUTHEAST U.S.,2023-08,3.825
686,pork breakfast sausage,SOUTHEAST U.S.,2023-09,4.09
687,pork breakfast sausage,SOUTHEAST U.S.,2023-10,3.925
688,pork breakfast sausage,SOUTHEAST U.S.,2023-11,3.7424999999999997
689,pork breakfast sausage,SOUTHEAST U.S.,2023-12,3.7520000000000002
690,pork breakfast sausage,SOUTHWEST U.S.,2023-01,3.8366666666666664
691,pork breakfast sausage,SOUTHWEST U.S.,2023-02,3.3266666666666667
692,pork breakfast sausage,SOUTHWEST U.S.,2023-03,3.49
693,pork breakfast sausage,SOUTHWEST U.S.,2023-04,3.703333333333333
694,pork breakfast sausage,SOUTHWEST U.S.,2023-05,3.875
695,pork breakfast sausage,SOUTHWEST U.S.,2023-06,3.18
696,pork breakfast sausage,SOUTHWEST U.S.,2023-07,3.2475
697,pork breakfast sausage,SOUTHWEST U.S.,2023-08,4.38
698,pork breakfast sausage,SOUTHWEST U.S.,2023-09,3.5875000000000004
699,pork breakfast sausage,SOUTHWEST U.S.,2023-10,4.575
700,pork breakfast sausage,SOUTHWEST U.S.,2023-11,3.5675
701,pork breakfast sausage,SOUTHWEST U.S.,2023-12,3.66
914,pork chops,ALASKA,2023-01,3.2266666666666666
915,pork chops,ALASKA,2023-02,4.041111111111111
916,pork chops,ALASKA,2023-03,3.5293333333333337
917,pork chops,ALASKA,2023-04,3.653
918,pork chops,ALASKA,2023-05,4.33
919,pork chops,ALASKA,2023-06,3.465
920,pork chops,ALASKA,2023-07,3.3160000000000003
921,pork chops,ALASKA,2023-08,3.6700000000000004
922,pork chops,ALASKA,2023-09,3.5763333333333334
923,pork chops,ALASKA,2023-10,3.6905555555555556
924,pork chops,ALASKA,2023-11,3.4986666666666673
925,pork chops,ALASKA,2023-12,3.777916666666667
926,pork chops,HAWAII,2023-01,2.8833333333333337
927,pork chops,HAWAII,2023-02,2.888125
928,pork chops,HAWAII,2023-03,3.1237500000000002
929,pork chops,HAWAII,2023-04,2.96875
930,pork chops,HAWAII,2023-05,3.154444444444445
931,pork chops,HAWAII,2023-06,4.458375
932,pork chops,HAWAII,2023-07,4.182708333333333
933,pork chops,HAWAII,2023-08,4.448125
934,pork chops,HAWAII,2023-09,4.5105
935,pork chops,HAWAII,2023-10,4.364375
936,pork chops,HAWAII,2023-11,4.677666666666667
937,pork chops,HAWAII,2023-12,5.3786000000000005
938,pork chops,MIDWEST U.S.,2023-01,3.0853125
939,pork chops,MIDWEST U.S.,2023-02,3.569375
940,pork chops,MIDWEST U.S.,2023-03,3.0476875000000003
941,pork chops,MIDWEST U.S.,2023-04,3.2679166666666664
942,pork chops,MIDWEST U.S.,2023-05,3.363020833333333
943,pork chops,MIDWEST U.S.,2023-06,3.3485625
944,pork chops,MIDWEST U.S.,2023-07,3.1640625
945,pork chops,MIDWEST U.S.,2023-08,3.1361458333333334
946,pork chops,MIDWEST U.S.,2023-09,3.130875
947,pork chops,MIDWEST U.S.,2023-10,3.2742708333333335
948,pork chops,MIDWEST U.S.,2023-11,3.5667708333333334
949,pork chops,MIDWEST U.S.,2023-12,3.4554583333333335
950,pork chops,NATIONAL,2023-01,3.2590624999999998
951,pork chops,NATIONAL,2023-02,3.2834375
952,pork chops,NATIONAL,2023-03,3.176625
953,pork chops,NATIONAL,2023-04,3.2590625
954,pork chops,NATIONAL,2023-05,3.293125
955,pork chops,NATIONAL,2023-06,3.14
956,pork chops,NATIONAL,2023-07,3.2175
957,pork chops,NATIONAL,2023-08,3.1812500000000004
958,pork chops,NATIONAL,2023-09,3.1967499999999998
959,pork chops,NATIONAL,2023-10,3.3758333333333335
960,pork chops,NATIONAL,2023-11,3.55125
961,pork chops,NATIONAL,2023-12,3.4831875
962,pork chops,NORTHEAST U.S.,2023-01,3.490595238095238
963,pork chops,NORTHEAST U.S.,2023-02,3.5014285714285713
964,pork chops,NORTHEAST U.S.,2023-03,3.1895000000000002
965,pork chops,NORTHEAST U.S.,2023-04,3.493333333333333
966,pork chops,NORTHEAST U.S.,2023-05,3.5389285714285714
967,pork chops,NORTHEAST U.S.,2023-06,3.35097619047619
968,pork chops,NORTHEAST U.S.,2023-07,3.407857142857143
969,pork chops,NORTHEAST U.S.,2023-08,3.1333333333333333
970,pork chops,NORTHEAST U.S.,2023-09,3.167952380952381
971,pork chops,NORTHEAST U.S.,2023-10,3.3260714285714283
972,pork chops,NORTHEAST U.S.,2023-11,3.178690476190476
973,pork chops,NORTHEAST U.S.,2023-12,3.2
974,pork chops,NORTHWEST U.S.,2023-01,2.833833333333333
975,pork chops,NORTHWEST U.S.,2023-02,2.6704166666666667
976,pork chops,NORTHWEST U.S.,2023-03,2.6350000000000002
977,pork chops,NORTHWEST U.S.,2023-04,2.747361111111111
978,pork chops,NORTHWEST U.S.,2023-05,3.8285714285714287
979,pork chops,NORTHWEST U.S.,2023-06,2.8217222222222222
980,pork chops,NORTHWEST U.S.,2023-07,2.741111111111111
981,pork chops,NORTHWEST U.S.,2023-08,2.902333333333334
982,pork chops,NORTHWEST U.S.,2023-09,2.8539166666666667
983,pork chops,NORTHWEST U.S.,2023-10,2.9825
984,pork chops,NORTHWEST U.S.,2023-11,2.678472222222222
985,pork chops,NORTHWEST U.S.,2023-12,2.8533333333333335
986,pork chops,SOUTH CENTRAL U.S.,2023-01,2.796145833333333
987,pork chops,SOUTH CENTRAL U.S.,2023-02,2.997916666666667
988,pork chops,SOUTH CENTRAL U.S.,2023-03,3.000916666666667
989,pork chops,SOUTH CENTRAL U.S.,2023-04,2.845416666666667
990,pork chops,SOUTH CENTRAL U.S.,2023-05,3.0398958333333335
991,pork chops,SOUTH CENTRAL U.S.,2023-06,2.75075
992,pork chops,SOUTH CENTRAL U.S.,2023-07,2.9229166666666666
993,pork chops,SOUTH CENTRAL U.S.,2023-08,3.046875
994,pork chops,SOUTH CENTRAL U.S.,2023-09,3.000928571428571
995,pork chops,SOUTH CENTRAL U.S.,2023-10,3.0646428571428572
996,pork chops,SOUTH CENTRAL U.S.,2023-11,3.0610714285714287
997,pork chops,SOUTH CENTRAL U.S.,2023-12,3.326190476190476
998,pork chops,SOUTHEAST U.S.,2023-01,3.0705952380952377
999,pork chops,SOUTHEAST U.S.,2023-02,2.886875
1000,pork chops,SOUTHEAST U.S.,2023-03,3.3820208333333333
1001,pork chops,SOUTHEAST U.S.,2023-04,3.0942857142857143
1002,pork chops,SOUTHEAST U.S.,2023-05,2.836145833333333
1003,pork chops,SOUTHEAST U.S.,2023-06,2.9215
1004,pork chops,SOUTHEAST U.S.,2023-07,3.049166666666667
1005,pork chops,SOUTHEAST U.S.,2023-08,3.2566666666666664
1006,pork chops,SOUTHEAST U.S.,2023-09,2.9543809523809523
1007,pork chops,SOUTHEAST U.S.,2023-10,3.211904761904762
1008,pork chops,SOUTHEAST U.S.,2023-11,3.4332142857142856
1009,pork chops,SOUTHEAST U.S.,2023-12,2.98475
1010,pork chops,SOUTHWEST U.S.,2023-01,2.8654166666666665
1011,pork chops,SOUTHWEST U.S.,2023-02,3.1145833333333335
1012,pork chops,SOUTHWEST U.S.,2023-03,2.749452380952381
1013,pork chops,SOUTHWEST U.S.,2023-04,2.8296428571428573
1014,pork chops,SOUTHWEST U.S.,2023-05,2.9476190476190474
1015,pork chops,SOUTHWEST U.S.,2023-06,2.7649375
1016,pork chops,SOUTHWEST U.S.,2023-07,3.336547619047619
1017,pork chops,SOUTHWEST U.S.,2023-08,3.208928571428572
1018,pork chops,SOUTHWEST U.S.,2023-09,3.614214285714286
1019,pork chops,SOUTHWEST U.S.,2023-10,4.007976190476191
1020,pork chops,SOUTHWEST U.S.,2023-11,3.6555555555555554
1021,pork chops,SOUTHWEST U.S.,2023-12,3.5481666666666665
2383,pork sliced bacon,ALASKA,2023-01,7.3950000000000005
2384,pork sliced bacon,ALASKA,2023-02,8.2325
2385,pork sliced bacon,ALASKA,2023-03,7.312
2386,pork sliced bacon,ALASKA,2023-04,7.18
2387,pork sliced bacon,ALASKA,2023-05,7.362499999999999
2388,pork sliced bacon,ALASKA,2023-06,6.117999999999999
2389,pork sliced bacon,ALASKA,2023-07,7.505
2390,pork sliced bacon,ALASKA,2023-08,7.2375
2391,pork sliced bacon,ALASKA,2023-09,6.7700000000000005
2392,pork sliced bacon,ALASKA,2023-10,8.442499999999999
2393,pork sliced bacon,ALASKA,2023-11,6.915
2394,pork sliced bacon,ALASKA,2023-12,6.438
2395,pork sliced bacon,HAWAII,2023-01,5.8075
2396,pork sliced bacon,HAWAII,2023-02,5.9525
2397,pork sliced bacon,HAWAII,2023-03,5.548
2398,pork sliced bacon,HAWAII,2023-04,5.36
2399,pork sliced bacon,HAWAII,2023-05,5.3975
2400,pork sliced bacon,HAWAII,2023-06,7.146000000000001
2401,pork sliced bacon,HAWAII,2023-07,7.3375
2402,pork sliced bacon,HAWAII,2023-08,8.205
2403,pork sliced bacon,HAWAII,2023-09,7.772
2404,pork sliced bacon,HAWAII,2023-10,6.4975000000000005
2405,pork sliced bacon,HAWAII,2023-11,7.545
2406,pork sliced bacon,HAWAII,2023-12,7.176
2407,pork sliced bacon,MIDWEST U.S.,2023-01,5.6475
2408,pork sliced bacon,MIDWEST U.S.,2023-02,5.737500000000001
2409,pork sliced bacon,MIDWEST U.S.,2023-03,5.446
2410,pork sliced bacon,MIDWEST U.S.,2023-04,5.92
2411,pork sliced bacon,MIDWEST U.S.,2023-05,4.9475
2412,pork sliced bacon,MIDWEST U.S.,2023-06,4.982
2413,pork sliced bacon,MIDWEST U.S.,2023-07,4.8675
2414,pork sliced bacon,MIDWEST U.S.,2023-08,5.245
2415,pork sliced bacon,MIDWEST U.S.,2023-09,5.62
2416,pork sliced bacon,MIDWEST U.S.,2023-10,6.5475
2417,pork sliced bacon,MIDWEST U.S.,2023-11,5.742500000000001
2418,pork sliced bacon,MIDWEST U.S.,2023-12,5.754
2419,pork sliced bacon,NATIONAL,2023-01,5.9425
2420,pork sliced bacon,NATIONAL,2023-02,5.7925
2421,pork sliced bacon,NATIONAL,2023-03,5.654000000000001
2422,pork sliced bacon,NATIONAL,2023-04,5.8275
2423,pork sliced bacon,NATIONAL,2023-05,5.34
2424,pork sliced bacon,NATIONAL,2023-06,5.093999999999999
2425,pork sliced bacon,NATIONAL,2023-07,5.025
2426,pork sliced bacon,NATIONAL,2023-08,5.397500000000001
2427,pork sliced bacon,NATIONAL,2023-09,5.894
2428,pork sliced bacon,NATIONAL,2023-10,6.715
2429,pork sliced bacon,NATIONAL,2023-11,5.97
2430,pork sliced bacon,NATIONAL,2023-12,5.832
2431,pork sliced bacon,NORTHEAST U.S.,2023-01,6.01
2432,pork sliced bacon,NORTHEAST U.S.,2023-02,6.075
2433,pork sliced bacon,NORTHEAST U.S.,2023-03,5.851999999999999
2434,pork sliced bacon,NORTHEAST U.S.,2023-04,5.6525
2435,pork sliced bacon,NORTHEAST U.S.,2023-05,5.3475
2436,pork sliced bacon,NORTHEAST U.S.,2023-06,5.331999999999999
2437,pork sliced bacon,NORTHEAST U.S.,2023-07,5.465
2438,pork sliced bacon,NORTHEAST U.S.,2023-08,5.1875
2439,pork sliced bacon,NORTHEAST U.S.,2023-09,6.078
2440,pork sliced bacon,NORTHEAST U.S.,2023-10,6.455
2441,pork sliced bacon,NORTHEAST U.S.,2023-11,6.3425
2442,pork sliced bacon,NORTHEAST U.S.,2023-12,5.904
2443,pork sliced bacon,NORTHWEST U.S.,2023-01,6.772499999999999
2444,pork sliced bacon,NORTHWEST U.S.,2023-02,5.6375
2445,pork sliced bacon,NORTHWEST U.S.,2023-03,6.108
2446,pork sliced bacon,NORTHWEST U.S.,2023-04,5.21
2447,pork sliced bacon,NORTHWEST U.S.,2023-05,5.7825
2448,pork sliced bacon,NORTHWEST U.S.,2023-06,5.0520000000000005
2449,pork sliced bacon,NORTHWEST U.S.,2023-07,5.25
2450,pork sliced bacon,NORTHWEST U.S.,2023-08,6.0225
2451,pork sliced bacon,NORTHWEST U.S.,2023-09,6.498
2452,pork sliced bacon,NORTHWEST U.S.,2023-10,7.112499999999999
2453,pork sliced bacon,NORTHWEST U.S.,2023-11,6.6274999999999995
2454,pork sliced bacon,NORTHWEST U.S.,2023-12,5.965999999999999
2455,pork sliced bacon,SOUTH CENTRAL U.S.,2023-01,5.7925
2456,pork sliced bacon,SOUTH CENTRAL U.S.,2023-02,5.5575
2457,pork sliced bacon,SOUTH CENTRAL U.S.,2023-03,5.192
2458,pork sliced bacon,SOUTH CENTRAL U.S.,2023-04,5.865
2459,pork sliced bacon,SOUTH CENTRAL U.S.,2023-05,5.0424999999999995
2460,pork sliced bacon,SOUTH CENTRAL U.S.,2023-06,4.8759999999999994
2461,pork sliced bacon,SOUTH CENTRAL U.S.,2023-07,4.865
2462,pork sliced bacon,SOUTH CENTRAL U.S.,2023-08,5.49
2463,pork sliced bacon,SOUTH CENTRAL U.S.,2023-09,5.546
2464,pork sliced bacon,SOUTH CENTRAL U.S.,2023-10,6.664999999999999
2465,pork sliced bacon,SOUTH CENTRAL U.S.,2023-11,5.705
2466,pork sliced bacon,SOUTH CENTRAL U.S.,2023-12,5.612
2467,pork sliced bacon,SOUTHEAST U.S.,2023-01,5.6825
2468,pork sliced bacon,SOUTHEAST U.S.,2023-02,5.81
2469,pork sliced bacon,SOUTHEAST U.S.,2023-03,5.6080000000000005
2470,pork sliced bacon,SOUTHEAST U.S.,2023-04,5.8549999999999995
2471,pork sliced bacon,SOUTHEAST U.S.,2023-05,5.565
2472,pork sliced bacon,SOUTHEAST U.S.,2023-06,4.824
2473,pork sliced bacon,SOUTHEAST U.S.,2023-07,4.8225
2474,pork sliced bacon,SOUTHEAST U.S.,2023-08,5.275
2475,pork sliced bacon,SOUTHEAST U.S.,2023-09,5.75
2476,pork sliced bacon,SOUTHEAST U.S.,2023-10,7.047499999999999
2477,pork sliced bacon,SOUTHEAST U.S.,2023-11,5.84
2478,pork sliced bacon,SOUTHEAST U.S.,2023-12,5.814
2479,pork sliced bacon,SOUTHWEST U.S.,2023-01,5.9375
2480,pork sliced bacon,SOUTHWEST U.S.,2023-02,5.325
2481,pork sliced bacon,SOUTHWEST U.S.,2023-03,5.58
2482,pork sliced bacon,SOUTHWEST U.S.,2023-04,6.0325
2483,pork sliced bacon,SOUTHWEST U.S.,2023-05,5.3425
2484,pork sliced bacon,SOUTHWEST U.S.,2023-06,5.654
2485,pork sliced bacon,SOUTHWEST U.S.,2023-07,5.055
2486,pork sliced bacon,SOUTHWEST U.S.,2023-08,5.862500000000001
2487,pork sliced bacon,SOUTHWEST U.S.,2023-09,5.784000000000001
2488,pork sliced bacon,SOUTHWEST U.S.,2023-10,6.4375
2489,pork sliced bacon,SOUTHWEST U.S.,2023-11,6.0575
2490,pork sliced bacon,SOUTHWEST U.S.,2023-12,5.9719999999999995
2597,pork spiral ham,ALASKA,2023-01,3.69
2598,pork spiral ham,ALASKA,2023-03,4.81
2599,pork spiral ham,ALASKA,2023-04,3.11
2600,pork spiral ham,ALASKA,2023-08,5.99
2601,pork spiral ham,ALASKA,2023-11,4.39
2602,pork spiral ham,ALASKA,2023-12,3.8633333333333333
2603,pork spiral ham,HAWAII,2023-04,1.7599999999999998
2604,pork spiral ham,HAWAII,2023-11,2.7099999999999995
2605,pork spiral ham,HAWAII,2023-12,3.4633333333333334
2606,pork spiral ham,MIDWEST U.S.,2023-01,1.1033333333333333
2607,pork spiral ham,MIDWEST U.S.,2023-02,4.140000000000001
2608,pork spiral ham,MIDWEST U.S.,2023-03,2.25
2609,pork spiral ham,MIDWEST U.S.,2023-04,2.04
2610,pork spiral ham,MIDWEST U.S.,2023-05,1.4100000000000001
2611,pork spiral ham,MIDWEST U.S.,2023-06,0.99
2612,pork spiral ham,MIDWEST U.S.,2023-07,2.94
2613,pork spiral ham,MIDWEST U.S.,2023-08,1.465
2614,pork spiral ham,MIDWEST U.S.,2023-09,3.8375000000000004
2615,pork spiral ham,MIDWEST U.S.,2023-10,2.84
2616,pork spiral ham,MIDWEST U.S.,2023-11,3.0
2617,pork spiral ham,MIDWEST U.S.,2023-12,2.496
2618,pork spiral ham,NATIONAL,2023-01,1.72
2619,pork spiral ham,NATIONAL,2023-02,2.9466666666666668
2620,pork spiral ham,NATIONAL,2023-03,2.466
2621,pork spiral ham,NATIONAL,2023-04,3.1275
2622,pork spiral ham,NATIONAL,2023-05,2.58
2623,pork spiral ham,NATIONAL,2023-06,2.49
2624,pork spiral ham,NATIONAL,2023-07,3.7433333333333336
2625,pork spiral ham,NATIONAL,2023-08,2.2
2626,pork spiral ham,NATIONAL,2023-09,4.3175
2627,pork spiral ham,NATIONAL,2023-10,3.64
2628,pork spiral ham,NATIONAL,2023-11,3.1174999999999997
2629,pork spiral ham,NATIONAL,2023-12,2.988
2630,pork spiral ham,NORTHEAST U.S.,2023-01,1.905
2631,pork spiral ham,NORTHEAST U.S.,2023-02,2.6566666666666667
2632,pork spiral ham,NORTHEAST U.S.,2023-03,2.336
2633,pork spiral ham,NORTHEAST U.S.,2023-04,2.236666666666667
2634,pork spiral ham,NORTHEAST U.S.,2023-05,3.14
2635,pork spiral ham,NORTHEAST U.S.,2023-06,3.24
2636,pork spiral ham,NORTHEAST U.S.,2023-07,4.99
2637,pork spiral ham,NORTHEAST U.S.,2023-09,4.2725
2638,pork spiral ham,NORTHEAST U.S.,2023-10,4.53
2639,pork spiral ham,NORTHEAST U.S.,2023-11,3.3600000000000003
2640,pork spiral ham,NORTHEAST U.S.,2023-12,3.28
2641,pork spiral ham,NORTHWEST U.S.,2023-01,2.34
2642,pork spiral ham,NORTHWEST U.S.,2023-02,3.74
2643,pork spiral ham,NORTHWEST U.S.,2023-03,3.06
2644,pork spiral ham,NORTHWEST U.S.,2023-04,2.22
2645,pork spiral ham,NORTHWEST U.S.,2023-05,2.89
2646,pork spiral ham,NORTHWEST U.S.,2023-07,4.99
2647,pork spiral ham,NORTHWEST U.S.,2023-11,2.893333333333333
2648,pork spiral ham,NORTHWEST U.S.,2023-12,2.8175
2649,pork spiral ham,SOUTH CENTRAL U.S.,2023-01,2.235
2650,pork spiral ham,SOUTH CENTRAL U.S.,2023-02,5.99
2651,pork spiral ham,SOUTH CENTRAL U.S.,2023-03,2.5500000000000003
2652,pork spiral ham,SOUTH CENTRAL U.S.,2023-04,2.216666666666667
2653,pork spiral ham,SOUTH CENTRAL U.S.,2023-05,1.99
2654,pork spiral ham,SOUTH CENTRAL U.S.,2023-07,7.19
2655,pork spiral ham,SOUTH CENTRAL U.S.,2023-08,2.49
2656,pork spiral ham,SOUTH CENTRAL U.S.,2023-10,2.88
2657,pork spiral ham,SOUTH CENTRAL U.S.,2023-11,2.75
2658,pork spiral ham,SOUTH CENTRAL U.S.,2023-12,2.384
2659,pork spiral ham,SOUTHEAST U.S.,2023-01,2.4966666666666666
2660,pork spiral ham,SOUTHEAST U.S.,2023-02,1.8
2661,pork spiral ham,SOUTHEAST U.S.,2023-03,2.54
2662,pork spiral ham,SOUTHEAST U.S.,2023-04,2.356666666666667
2663,pork spiral ham,SOUTHEAST U.S.,2023-05,4.49
2664,pork spiral ham,SOUTHEAST U.S.,2023-06,4.24
2665,pork spiral ham,SOUTHEAST U.S.,2023-09,3.516666666666667
2666,pork spiral ham,SOUTHEAST U.S.,2023-10,3.3175000000000003
2667,pork spiral ham,SOUTHEAST U.S.,2023-11,3.1225
2668,pork spiral ham,SOUTHEAST U.S.,2023-12,3.186
2669,pork spiral ham,SOUTHWEST U.S.,2023-01,0.99
2670,pork spiral ham,SOUTHWEST U.S.,2023-02,0.99
2671,pork spiral ham,SOUTHWEST U.S.,2023-03,1.75
2672,pork spiral ham,SOUTHWEST U.S.,2023-04,2.7675
2673,pork spiral ham,SOUTHWEST U.S.,2023-05,1.4900000000000002
2674,pork spiral ham,SOUTHWEST U.S.,2023-06,1.4900000000000002
2675,pork spiral ham,SOUTHWEST U.S.,2023-11,2.6833333333333336
2676,pork spiral ham,SOUTHWEST U.S.,2023-12,2.08
3006,potatoes per pound,ALASKA,2023-01,1.393125
3007,potatoes per pound,ALASKA,2023-02,1.4455555555555553
3008,potatoes per pound,ALASKA,2023-03,1.2655555555555555
3009,potatoes per pound,ALASKA,2023-04,1.5316666666666665
3010,potatoes per pound,ALASKA,2023-05,1.5394444444444444
3011,potatoes per pound,ALASKA,2023-06,1.7416666666666665
3012,potatoes per pound,ALASKA,2023-07,1.9233333333333331
3013,potatoes per pound,ALASKA,2023-08,1.4900000000000002
3014,potatoes per pound,ALASKA,2023-09,1.4266666666666665
3015,potatoes per pound,HAWAII,2023-01,1.5566666666666666
3016,potatoes per pound,HAWAII,2023-02,1.44
3017,potatoes per pound,HAWAII,2023-03,1.5666666666666667
3018,potatoes per pound,HAWAII,2023-04,1.5066666666666666
3019,potatoes per pound,HAWAII,2023-05,1.49
3020,potatoes per pound,HAWAII,2023-06,1.5150000000000001
3021,potatoes per pound,HAWAII,2023-07,1.49
3022,potatoes per pound,HAWAII,2023-08,2.64
3023,potatoes per pound,HAWAII,2023-09,1.69
3024,potatoes per pound,MIDWEST U.S.,2023-01,1.0902083333333334
3025,potatoes per pound,MIDWEST U.S.,2023-02,0.940625
3026,potatoes per pound,MIDWEST U.S.,2023-03,0.9675
3027,potatoes per pound,MIDWEST U.S.,2023-04,1.078125
3028,potatoes per pound,MIDWEST U.S.,2023-05,0.8966666666666666
3029,potatoes per pound,MIDWEST U.S.,2023-06,1.105888888888889
3030,potatoes per pound,MIDWEST U.S.,2023-07,1.1533333333333333
3031,potatoes per pound,MIDWEST U.S.,2023-08,1.031388888888889
3032,potatoes per pound,MIDWEST U.S.,2023-09,0.7766666666666667
3033,potatoes per pound,NATIONAL,2023-01,1.1402083333333333
3034,potatoes per pound,NATIONAL,2023-02,1.135
3035,potatoes per pound,NATIONAL,2023-03,1.1485
3036,potatoes per pound,NATIONAL,2023-04,1.2075
3037,potatoes per pound,NATIONAL,2023-05,1.189375
3038,potatoes per pound,NATIONAL,2023-06,1.3335
3039,potatoes per pound,NATIONAL,2023-07,1.3552083333333333
3040,potatoes per pound,NATIONAL,2023-08,1.18375
3041,potatoes per pound,NATIONAL,2023-09,1.0233333333333332
3042,potatoes per pound,NORTHEAST U.S.,2023-01,1.2166666666666668
3043,potatoes per pound,NORTHEAST U.S.,2023-02,1.1905555555555556
3044,potatoes per pound,NORTHEAST U.S.,2023-03,1.2546666666666666
3045,potatoes per pound,NORTHEAST U.S.,2023-04,1.39
3046,potatoes per pound,NORTHEAST U.S.,2023-05,1.2866666666666666
3047,potatoes per pound,NORTHEAST U.S.,2023-06,1.4553333333333331
3048,potatoes per pound,NORTHEAST U.S.,2023-07,1.425
3049,potatoes per pound,NORTHEAST U.S.,2023-08,1.3405555555555555
3050,potatoes per pound,NORTHEAST U.S.,2023-09,1.415
3051,potatoes per pound,NORTHWEST U.S.,2023-01,0.99
3052,potatoes per pound,NORTHWEST U.S.,2023-02,0.995
3053,potatoes per pound,NORTHWEST U.S.,2023-03,0.856
3054,potatoes per pound,NORTHWEST U.S.,2023-04,1.1105555555555557
3055,potatoes per pound,NORTHWEST U.S.,2023-05,1.1649999999999998
3056,potatoes per pound,NORTHWEST U.S.,2023-06,1.3177777777777777
3057,potatoes per pound,NORTHWEST U.S.,2023-07,1.4333333333333333
3058,potatoes per pound,NORTHWEST U.S.,2023-08,1.3
3059,potatoes per pound,NORTHWEST U.S.,2023-09,0.99
3060,potatoes per pound,SOUTH CENTRAL U.S.,2023-01,1.049375
3061,potatoes per pound,SOUTH CENTRAL U.S.,2023-02,1.1408333333333334
3062,potatoes per pound,SOUTH CENTRAL U.S.,2023-03,1.0797916666666667
3063,potatoes per pound,SOUTH CENTRAL U.S.,2023-04,1.1195833333333334
3064,potatoes per pound,SOUTH CENTRAL U.S.,2023-05,1.0972916666666666
3065,potatoes per pound,SOUTH CENTRAL U.S.,2023-06,1.515625
3066,potatoes per pound,SOUTH CENTRAL U.S.,2023-07,1.2497916666666666
3067,potatoes per pound,SOUTH CENTRAL U.S.,2023-08,1.210208333333333
3068,potatoes per pound,SOUTH CENTRAL U.S.,2023-09,1.02
3069,potatoes per pound,SOUTHEAST U.S.,2023-01,0.99
