year,cd,agriculture_forestry_fishing_hunting_mining,construction,manufacturing,wholesale_trade,retail_trade,transportation_warehousing_utilities,information,finance_insurance_realestate_rental_leasing,professional_scientific_management_administrative_waste_management_services,educationalservices_healthcare_socialassistance,arts_entertainment_recreation_accommodation_foodservices,otherservices_except_public_administration,public_administration
2021,5_NY,184,16730,8575,5427,21821,32010,6706,25252,29412,94418,16557,13950,22863
2021,2_NY,576,17485,17731,7396,19213,13376,5378,16304,25880,58496,9052,8308,14009
2021,20_NY,1226,11940,21819,5188,18645,9698,4484,21057,30136,60455,11172,9027,30706
2021,21_NY,5750,18911,30135,5121,24656,14504,3328,14430,21162,70481,12858,10860,25368
2021,22_NY,2251,13178,24053,6500,17987,12984,4247,19709,23374,68258,12692,8617,14145
2021,24_NY,9509,26489,56084,10215,33664,16784,5936,22011,33321,92898,15958,13189,22751
2021,23_NY,4051,14918,37954,4971,18266,10321,2397,13361,16987,55238,9011,9005,14354
2021,26_NY,928,12424,34213,6819,23463,14471,5122,28195,29330,75203,15974,10149,15117
2021,25_NY,1021,9477,29316,4822,17520,8194,4872,12514,27907,63477,10611,7129,8318
2021,17_PA,1447,10116,19313,5162,16251,11929,3130,18822,25331,42562,7610,6572,6140
2021,14_PA,9469,25778,51450,11139,33968,23031,4746,23154,32495,83524,15847,15046,14614
2021,12_PA,1436,14105,25943,6854,24566,15512,5718,30982,40773,86640,15843,12034,11177
2021,16_PA,3006,14820,44035,6581,22410,12973,3063,16901,20219,60123,10451,9794,10693
2021,13_PA,5923,16512,33209,5782,19105,14604,2114,7714,13806,48891,8476,7251,14273
2021,15_PA,8237,17865,49318,6134,23028,14220,2394,11297,17178,74227,9331,10478,13234
2021,9_PA,9299,22858,58896,10069,31063,22128,3901,14831,22548,80782,12166,12460,16114
2021,10_PA,3187,20506,45731,12264,29464,27094,4617,26221,34858,75927,14593,13752,29796
2021,11_PA,4935,19129,38573,7839,20283,11511,3200,14207,19750,45419,8522,8428,7120
2021,6_PA,6747,19669,49062,10420,25215,14228,6832,37475,52954,68589,11557,10539,9575
2021,7_PA,1280,13918,41118,9575,21546,21507,4427,14565,22347,60337,11619,8673,7885
2021,1_PA,1352,28554,59706,13598,33366,16234,8493,35008,53812,88419,15609,13634,14308
2021,4_PA,645,9447,27070,5238,14001,7919,4111,19629,27252,42370,6398,6514,6506
2021,8_PA,1927,12945,28927,7235,23006,17709,3585,15382,18425,52716,13710,8938,13763
2021,5_PA,790,13283,21872,6388,20154,14761,5397,25391,35661,70568,12327,10013,10803
2021,3_PA,362,8388,19382,6113,21337,17497,7998,25709,47484,105781,18977,13308,20175
2021,2_PA,430,12072,18984,5426,17146,14281,3477,12059,19880,58474,12248,8728,16596
2021,0_DE,3744,25217,31356,7400,31615,19258,4251,37013,35854,80894,17512,11337,24333
2021,0_DC,486,7143,3792,1877,9788,8185,11504,21041,76268,45370,17613,27889,58375
2021,10_VA,1666,26053,15848,4526,22982,14127,11730,28546,103282,55501,15766,15847,39396
2021,7_VA,2671,31069,14732,6856,29832,17019,5998,21443,61817,70264,18459,15072,59039
2021,11_VA,315,7079,6479,1516,8118,5680,6062,15572,59343,26778,8642,9321,25458
2021,4_MD,675,36853,8165,4995,22993,23258,8090,18249,57468,76978,21806,19402,57971
2021,5_MD,811,17510,7888,3265,12286,11073,3386,9513,30852,35818,7794,8109,43892
2021,3_MD,715,21698,17876,8135,20671,13284,5319,19838,56841,60254,13292,12552,45002
2021,8_MD,436,18594,8654,3365,15834,8303,8308,21398,70673,58105,15220,20126,43951
2021,6_MD,2123,25063,18726,5888,23046,12193,6352,19371,54161,55041,14101,13047,34268
2021,1_MD,4054,21842,22291,6173,22377,12792,3642,16287,30069,56106,13456,9641,28650
2021,2_MD,1711,25562,25258,8551,27984,17914,7343,35376,57431,96031,16191,15687,39068
2021,7_MD,511,16432,14375,5210,20215,18724,4416,17052,33520,72651,12831,11332,24228
2021,8_VA,584,20860,9897,3313,16969,12088,10574,29438,108383,57064,24447,27775,70097
2021,1_VA,1993,23596,26144,8268,27330,15107,4397,30331,39630,71258,15938,11950,26169
2021,6_VA,5515,24273,40251,9024,28265,18357,4771,18048,27727,69679,16813,12798,17459
2021,5_VA,3873,19565,28490,6011,22688,14165,3948,21300,29230,66608,12131,9685,18301
2021,4_VA,962,14412,17712,4239,17384,13906,3003,16341,20602,38904,12089,7532,18366
2021,2_VA,1875,19396,28756,6913,25918,16321,5075,24524,41608,69785,16459,12206,33277
2021,3_VA,657,14515,27836,5152,19742,12247,3066,11481,28164,49197,14274,8205,23459
2021,9_VA,6189,15789,42786,5119,25455,12891,2880,11870,20289,65546,10811,11200,14313
2021,1_WV,9958,15130,20221,6089,27702,15677,4309,12392,19493,69395,14415,9528,20678
2021,2_WV,10286,20759,30464,5987,30761,20131,3893,12547,24013,74904,14429,10304,23052
2021,5_NC,2675,14151,28612,4141,17891,8543,1998,12385,15005,43435,8813,9084,7217
2021,6_NC,1931,22509,59677,11942,34298,22681,4882,25846,32661,81320,18187,13719,13990
2021,10_NC,4014,24129,83270,11216,36916,22162,3966,16440,26626,63357,17107,14791,13798
2021,8_NC,2857,19946,35809,7706,22193,11022,3669,21161,23267,44888,10692,9938,9809
2021,4_NC,1109,15898,26578,5387,18764,8575,5243,19028,43669,70829,11772,9545,12910
2021,9_NC,4335,18093,49370,7018,23515,14338,6119,17273,43690,69799,14388,11247,17547
2021,13_NC,1768,26235,30634,7206,22886,13700,6709,19954,42509,53582,16113,9860,18517
2021,1_NC,3023,10720,25840,3605,14046,8259,1576,7305,8831,30636,6706,5379,9704
2021,2_NC,379,7583,11295,4230,8806,4729,4186,13273,29960,23240,6627,3567,6132
2021,3_NC,9031,24248,38383,7277,28443,14705,4139,15878,23070,70678,18603,12004,24415
2021,14_NC,849,25003,32958,11575,29358,20899,8772,51625,50983,54343,19555,13682,7119
2021,12_NC,500,12385,16056,6068,16021,12175,4421,27059,23486,31189,9775,7474,4756
2021,7_NC,5236,25185,33408,6903,32213,16715,5699,17252,29109,70546,19706,11979,21892
2021,11_NC,2663,20705,29953,4711,23550,8623,2923,11991,20503,54706,21282,10320,10845
2021,6_SC,4757,34838,53959,10549,42308,26818,9391,32312,49693,105446,29831,20462,34415
2021,2_SC,1945,12673,20814,3734,14190,9887,1776,8887,16148,31003,6765,7181,10128
2021,7_SC,2113,16610,24929,4833,23985,11095,2619,12758,17254,44594,19798,7760,8617
2021,5_SC,1893,13766,39785,6451,17880,14341,3556,18092,20664,38473,10391,7586,9388
2021,3_SC,1653,14109,45731,5180,17571,11734,2387,8035,16245,47592,8801,8270,8248
2021,4_SC,1088,20551,63879,10909,27234,17738,6033,19641,33887,61269,17378,13083,9564
2021,1_SC,1194,13820,17836,3673,17090,8948,3173,11428,25790,37499,13507,6987,10856
2021,5_GA,1068,11903,23927,10258,25451,20000,14764,35585,80227,68957,25061,12107,17644
2021,6_GA,888,21898,28621,10339,26436,13258,11809,31766,58237,46296,14338,10459,8640
2021,7_GA,1407,39176,45041,19743,47437,26975,16323,40766,81162,82641,28623,20996,18325
2021,14_GA,3467,35486,78113,12767,39357,29350,8066,26205,43129,76414,19807,16428,18537
2021,10_GA,2689,18162,30213,6427,22023,16450,3574,11529,22216,54351,11509,9205,13251
2021,4_GA,122,5589,7729,2701,9360,8934,3572,6874,15158,21932,5543,3603,5774
2021,13_GA,1266,24562,31475,12861,37688,51201,11460,26405,53255,82700,26789,14437,27020
2021,11_GA,93,4746,7162,2561,6581,3247,1928,6370,13180,12050,3144,3006,2053
2021,3_GA,1234,11912,31677,4646,13736,16689,3052,9035,15893,35006,7969,6693,9588
2021,3_AL,2700,14110,40770,4581,18909,11731,2413,11272,14666,48108,9988,7895,12133
2021,9_GA,4097,24706,43810,8986,26718,14552,4937,13194,25239,44960,14218,10931,10375
2021,8_GA,10212,22927,42631,8152,34677,21457,4110,19245,23658,76781,18431,12315,32540
2021,12_GA,5607,15704,26109,4396,19005,16642,2419,8892,20354,52475,11057,7424,15246
2021,1_GA,3013,18845,30949,5961,24342,21475,3678,12094,25327,55183,17555,8904,19704
2021,2_GA,5921,10127,20987,4202,15351,9582,2203,13824,13209,42991,9546,7421,13958
2021,4_FL,882,16417,14949,5940,23933,23559,3870,22717,26920,48796,15186,10219,14866
2021,3_FL,6078,20389,16826,6084,29750,14514,3224,15096,25638,76136,17074,11140,20983
2021,6_FL,2521,21731,15345,5264,25284,12954,3642,16824,25744,48054,15835,9404,12303
2021,2_FL,3467,17118,12281,5056,22624,10174,2785,13210,25683,52450,15387,10136,37073
2021,5_FL,941,23634,19026,8081,27352,15971,4495,43485,45286,57916,19107,12144,13720
2021,7_FL,346,16185,11630,6162,17455,9975,5808,19231,33464,38690,14873,8501,9051
2021,11_FL,2669,22259,11040,6937,22040,9997,3817,14651,25522,43148,24541,9585,10874
2021,1_FL,1650,20663,12239,5511,24893,13057,3146,24403,31079,50097,20043,9402,23003
2021,10_FL,1172,28494,21994,9853,38206,26690,8247,30876,62182,78035,54455,15392,15931
2021,8_FL,1485,17696,30011,4957,24890,9190,3049,14530,33906,47724,15564,9640,14981
2021,9_FL,928,14839,9592,4753,21731,15163,2547,12440,19365,29382,28427,6190,7752
2021,28_FL,4041,14883,5963,5602,17013,13449,2215,12062,19610,33326,15731,8319,10101
2021,25_FL,913,27563,21150,14824,40727,27478,9834,31773,56164,79455,28087,16259,23126
2021,26_FL,364,18422,11416,6704,15167,15755,3505,10787,18870,30795,12664,8480,6270
2021,24_FL,555,21477,12143,8589,27064,23153,4174,20087,33416,50910,29533,13592,11195
2021,27_FL,2485,43559,20907,18383,43645,40764,10922,47765,73196,97173,40476,25128,18375
2021,20_FL,1343,33769,21847,12327,41492,25009,7706,30297,60688,79450,32046,17387,17551
2021,23_FL,149,6308,4898,2964,8869,4287,2179,9893,16577,17001,6160,3992,3103
2021,22_FL,2504,25292,12685,8475,27407,13938,5403,21884,41926,55942,23029,12362,10776
2021,21_FL,3066,20827,14840,5791,24273,14708,4051,14784,28200,51291,19092,11151,11002
2021,18_FL,9827,33172,21020,8748,40244,23367,3512,21043,35556,64767,30495,14014,16015
2021,16_FL,1440,14053,12403,5081,16987,8314,2564,15291,22023,32417,10110,6319,8075
2021,15_FL,3081,28547,20672,10302,34058,19747,7229,41165,49726,76485,23146,12794,14062
2021,14_FL,1142,22642,22179,10365,30395,16260,7260,41229,54772,71066,24646,11644,14454
2021,13_FL,766,12943,17580,6270,21305,8684,3949,22597,31883,45022,14588,9484,8797
2021,19_FL,1528,38399,12103,6661,35571,14685,4980,23366,38847,57545,25840,12920,11398
2021,17_FL,1187,20584,11990,4920,22854,8735,3436,14920,24778,42107,16366,9699,8615
2021,12_FL,1234,19084,10532,3991,22656,10162,2554,12302,22261,40907,12010,7935,10499
2021,6_AL,3283,25820,43658,13246,32776,22805,7462,36105,38633,84650,17844,16376,19801
2021,7_AL,2965,9880,26404,3214,13116,7908,1554,7629,9256,36271,7240,4974,6824
2021,2_AL,5080,15676,41286,7489,26481,19267,2795,12945,21733,56794,15124,10366,26157
2021,4_AL,4637,19516,52614,6401,24967,15893,3112,9726,15267,46814,9940,9665,11620
2021,5_AL,2043,14038,36238,4238,19154,9285,3287,8787,36726,38432,9304,7208,19983
2021,1_AL,3626,18296,28793,5393,23860,12800,3234,14439,21958,46927,13691,9496,11920
2021,7_TN,2583,24187,40035,8057,30104,18782,7060,22340,36552,73215,20416,12060,19381
2021,5_TN,1630,29289,44576,12216,36737,22541,8702,33723,50226,90046,24843,15922,18149
2021,4_TN,4336,16646,47424,5856,20139,14429,2991,13303,17381,43395,10723,8130,10982
2021,6_TN,1984,10523,22722,4855,16337,10665,2257,9377,14090,30004,9562,6618,8391
2021,3_TN,2649,23767,57509,8102,29741,22802,3597,24478,30470,66572,16996,14102,14682
2021,1_TN,2684,17669,47955,5876,28817,14723,3976,14789,19168,59193,20860,9872,10250
2021,2_TN,1426,15373,23294,5625,20537,10520,4293,13971,23410,43908,11230,6539,7541
2021,8_TN,3291,9883,35336,4753,15910,10404,1377,7107,9140,37718,7318,5530,9428
2021,9_TN,964,18032,36522,11108,29831,45662,4171,20255,35528,80514,21560,14493,20152
2021,1_KY,6931,12324,35811,3959,17257,11603,1900,7675,10683,38034,8136,6530,9557
2021,1_MS,3787,15600,50907,7116,23482,23153,2074,10816,16017,56471,11201,9861,9811
2021,2_MS,6944,18150,36243,6919,26957,18526,4231,13353,19236,76512,16151,11834,22320
2021,1_AR,10337,19181,47229,7930,31029,21431,3610,14876,14643,69632,11751,11121,18504
2021,3_MS,7528,17392,31840,5921,21523,14743,2490,13065,12879,62900,10590,8752,13429
2021,4_MS,2623,15524,21299,3813,16656,10477,2133,9036,12621,41929,17118,7308,11826
2021,4_KY,5320,25080,58972,11158,33500,25788,5653,30909,35418,73204,16149,12220,20392
2021,3_KY,362,9143,25252,5447,16460,15535,3315,16238,21996,43058,12127,7623,6343
2021,2_KY,5196,19614,61363,8781,27775,21834,4083,18322,20628,65062,13135,10981,14386
2021,6_KY,3901,12195,30953,6080,21085,10109,2585,12271,22095,57418,11667,9103,11348
2021,5_KY,7194,13767,30982,4321,24144,13150,4254,8697,13238,60574,9879,7788,14450
2021,12_OH,6692,28248,55651,9964,34300,22748,4875,28089,28208,81849,15227,12144,18967
2021,15_OH,2138,13120,32910,8254,20818,15874,4484,19149,24701,45657,9523,7824,12289
2021,4_OH,3276,9627,42733,4865,15385,9616,2190,11581,13823,34804,6306,5916,8938
2021,3_OH,859,14498,29929,10059,36207,23477,8435,44139,46645,87969,22018,11372,19232
2021,10_OH,1785,12859,39780,5752,22453,13293,3560,15132,25734,56190,11992,7413,18907
2021,2_OH,2494,14327,32664,3628,19497,12724,1783,8890,12940,44247,7194,7053,9047
2021,5_OH,4818,18198,80791,8599,27858,16195,3562,15836,22130,61885,11588,9574,13307
2021,9_OH,3415,17992,70739,9082,26346,18479,3895,14587,22322,69544,16045,10267,11528
2021,6_OH,4913,13453,32742,4730,18755,13651,2240,9603,13449,44147,9915,7503,8563
2021,14_OH,2451,17538,57167,6860,20645,12171,3260,16534,19536,50419,11023,9181,10186
2021,7_OH,907,8908,24575,5169,12376,7004,3216,14257,17725,33128,6183,4810,6364
2021,11_OH,574,12948,44754,10306,27185,16778,5081,29006,36824,85904,20184,12316,16200
2021,13_OH,2375,21630,65667,12437,34298,20980,4940,25494,34545,77670,16876,14000,13719
2021,8_OH,2099,13101,41205,5265,17777,13222,2259,12539,17010,40527,8425,6932,7981
2021,1_OH,1210,24979,75768,14051,43160,23707,8788,43650,64553,103355,21977,15672,19416
2021,5_IN,2313,15650,44207,9505,26278,13004,4570,27814,39123,68102,15753,11350,12891
2021,4_IN,6039,23713,75583,9023,30291,23726,4029,17437,29931,75357,13302,13856,14293
2021,6_IN,2733,20092,47100,8165,25687,20253,3272,16559,24005,55139,12182,10082,13913
2021,9_IN,4227,21757,77860,6372,27699,18598,4228,17580,20877,64028,14787,10374,14717
2021,7_IN,274,8284,17981,5011,14910,12911,2248,11265,19923,35518,10755,5790,7236
2021,1_IN,665,16544,44855,5331,20622,19117,3377,11729,20586,46791,13694,10043,8795
2021,2_IN,3972,15339,88750,7941,22263,12646,3337,11787,16318,55260,10634,10549,8649
2021,3_IN,3419,15313,64006,7217,20428,13002,3144,14980,15433,46374,9382,8907,7065
2021,8_IN,7390,16178,59395,7221,21645,15436,3248,10014,15114,50422,11347,8535,12147
2021,9_MI,4060,21455,78988,7292,24523,11275,2983,17675,27502,53594,10729,10060,13150
2021,11_MI,548,12178,61668,6611,19815,7364,4515,25558,43811,51197,13070,8489,8134
2021,10_MI,471,12396,60340,6523,23319,11468,3255,18348,25969,44090,12994,8294,9091
2021,12_MI,645,11132,53493,6382,21505,18863,3614,21332,30070,58556,15354,9255,10648
2021,6_MI,1607,13273,73069,8357,24236,16740,5324,20418,42308,87484,14556,11139,11340
2021,7_MI,1965,11290,33475,5879,18573,9880,2568,19083,20760,49272,10324,8513,18684
2021,13_MI,375,7519,34248,4064,13301,11322,2188,10521,17623,34792,12606,6141,6604
2021,5_MI,5064,17987,79455,6367,25410,18834,2641,13521,19954,59626,13175,11628,12570
2021,8_MI,3036,16528,55899,6596,27668,12463,3329,14777,20464,62910,15449,10303,10067
2021,1_MI,6605,17228,36940,4986,25491,11687,2664,12840,15060,50219,16202,8964,13972
2021,2_MI,5382,11260,35908,3480,12454,6664,1448,5975,8171,26539,6708,6312,6956
2021,3_MI,3808,24896,104663,17820,34617,17918,4980,23811,38408,81361,17227,15556,10514
2021,4_MI,1690,6872,29919,3314,11492,4842,1124,7553,10659,25649,6115,5326,4160
2021,1_IA,8905,21755,60557,8017,28550,17269,3546,25648,21868,73183,11836,11815,12590
2021,4_IA,18702,21892,51890,10677,27065,17910,3304,17865,16958,63238,10814,11808,11795
2021,3_IA,6146,16698,28767,8724,22626,11968,4434,41318,25324,48546,10676,8418,10227
2021,2_IA,13724,23104,68209,11141,28415,17906,4600,23225,23796,68549,12763,10911,9767
2021,6_WI,10638,25847,114842,12997,35016,19195,5728,26786,30391,69625,17512,13920,16694
2021,5_WI,1248,11414,39932,7120,15065,7331,3139,17286,20654,37216,6812,6486,5942
2021,1_WI,4111,24670,82335,12910,34597,21329,5188,22507,31999,73833,17855,12222,15107
2021,4_WI,959,9118,37651,5622,17550,11682,3711,14747,24616,54335,14216,8073,7705
2021,2_WI,4242,13120,28139,5984,18881,8452,7540,21277,36328,61244,10354,8315,13408
2021,3_WI,13421,20547,62832,9146,32582,18482,4587,20596,18982,66113,12612,10817,13472
2021,7_WI,7979,14917,46418,6278,18848,10981,2232,13422,12758,40180,9580,7312,8876
2021,8_WI,6089,17563,56521,7616,18935,13438,2717,16562,17468,41322,10058,7297,7515
2021,2_MN,1738,14290,36759,8714,21655,14992,5477,27529,30704,45626,9547,8122,11966
2021,4_MN,1168,10381,35381,6855,17706,11257,4546,20650,26966,53285,12264,8796,13946
2021,6_MN,3426,19436,37748,6939,18103,11864,2126,16493,17568,43073,6893,8268,7715
2021,8_MN,8595,27428,43296,8249,26586,16597,3329,18710,22193,65789,15255,10879,19081
2021,1_MN,13834,19269,55194,8599,23402,13004,4207,13105,17859,78491,10219,10201,11444
2021,5_MN,1588,12234,48245,10926,31403,13709,6478,36873,55883,77354,20025,12580,12215
2021,3_MN,1838,15770,52159,11747,26666,11518,4904,36671,42466,55035,10781,9012,9470
2021,7_MN,14915,15574,38236,8490,17624,11143,2262,11136,11643,41957,6459,7770,8374
2021,0_SD,22183,22741,37597,10025,29625,15706,4821,27092,21167,71902,17945,12664,18833
2021,0_ND,28847,22584,22957,10741,27058,16990,3588,19096,19223,68119,14603,11014,16750
2021,2_MT,17099,15780,8563,5062,20166,12045,3064,11219,14076,43442,11178,8013,17110
2021,3_NE,27065,20193,41838,8919,25434,20853,3320,14778,13734,57953,9648,11715,13351
2021,1_MT,8263,16260,12186,3630,20453,8147,2999,10312,18165,37449,12491,7296,9536
2021,1_ID,12805,33333,41632,11121,38850,19030,5533,24306,34566,70845,17656,15097,23679
2021,10_IL,856,11582,43817,12405,23604,11883,3990,27960,42558,45723,13944,8281,8747
2021,8_IL,1297,26230,71450,18037,36356,31327,9459,42491,62329,77721,22944,16096,15089
2021,11_IL,2478,31098,84774,22014,44091,31667,9289,45772,68529,92039,24053,18724,16275
2021,9_IL,276,6639,17629,6329,15531,9445,6064,20792,40509,53830,15614,11299,5954
2021,3_IL,1297,29929,76910,19207,45418,36543,13147,58182,101179,113928,41141,24685,19151
2021,4_IL,617,16060,35628,8225,18821,19791,3763,15638,31791,48188,21622,11402,10249
2021,14_IL,3396,15311,32320,8364,23058,22631,3884,13745,20279,45143,10844,8418,10165
2021,16_IL,2450,6929,22167,3491,9353,6298,1451,7123,7919,22245,3825,4167,4300
2021,7_IL,350,1984,6943,1816,3744,5148,2077,11245,18766,19873,4471,2901,3670
2021,2_IL,3362,14761,37679,7941,26967,35604,5323,23844,33116,89816,18041,13181,21312
2021,6_IL,571,19332,32221,9763,25402,28497,4802,24797,37017,65500,17005,13345,18537
2021,1_IL,90,3318,4906,1617,4302,3674,1204,5834,8384,13536,2239,2076,2500
2021,5_IL,121,1597,6408,2715,5231,3378,3670,18615,35401,20524,6242,2744,2443
2021,15_IL,7897,9800,22478,6555,13728,10830,1948,9217,7993,34625,5267,6443,9718
2021,17_IL,6930,18907,62992,9856,30424,21861,3272,31146,26813,77672,16447,13402,13945
2021,13_IL,4878,17838,38124,8542,29250,22623,5689,23780,33617,89637,17034,12612,24950
2021,12_IL,12327,16210,42136,7302,24485,17075,3119,14449,16008,63586,10102,9878,16419
2021,2_MO,1885,14407,32691,9104,19850,9763,6007,30508,36378,57148,11498,8994,8752
2021,8_MO,8514,23146,42560,8752,28959,18243,3576,17783,19235,67078,11325,10510,15747
2021,3_MO,5225,27833,52093,11869,34243,18676,7160,35734,34500,80501,16559,13245,22799
2021,1_MO,1073,8979,26740,6595,21659,15561,5098,20946,27453,68327,18898,10643,12277
2021,6_MO,8925,21535,49006,9624,29639,23974,5410,21796,27622,67310,13683,12073,17766
2021,4_MO,6065,20270,31773,6655,23443,15580,3617,17751,19650,53883,9847,9092,16101
2021,5_MO,497,12303,19220,5636,17162,13457,3735,18074,27976,40543,14067,8679,10539
2021,7_MO,4255,17089,38584,8016,29617,16815,3892,16992,23714,59752,17373,12207,9910
2021,2_KS,8419,23948,47588,8798,28679,21119,4475,20859,24748,81421,15948,12831,26532
2021,3_KS,2074,17142,27366,10627,26486,15031,9242,34098,47012,58764,12634,8180,11098
2021,1_KS,18659,11980,29206,6183,16157,11487,2919,8995,10037,43791,7154,7155,9499
2021,4_KS,7009,18271,50948,7243,22278,13393,3435,13668,20522,59249,13082,9923,12560
2021,1_NE,4186,11313,18626,3968,12011,8431,2911,12960,13306,34571,5655,6490,10501
2021,2_NE,3296,23966,30233,9205,26202,20330,6785,40267,39531,72537,14711,11454,14144
2021,4_CO,7027,10969,11356,4972,12745,7217,7225,17726,22771,27169,5813,4797,9914
2021,2_LA,5898,35938,37134,11812,39015,29236,6422,25389,47352,108391,37437,18033,29259
2021,1_LA,8608,14239,13017,5666,17545,10949,2231,9995,18143,39599,11681,6930,9729
2021,3_LA,18762,23814,24756,7824,27970,13871,3485,14170,22344,61740,17430,10886,12526
2021,6_LA,2068,14980,16175,5562,13698,6236,2809,9424,14175,31107,8093,5768,10949
2021,5_LA,8813,19872,20413,7158,22768,14055,4121,11862,17151,66272,13856,10216,18755
2021,4_LA,11140,17156,21133,5155,22431,14262,3041,10971,16778,56972,13381,10426,15936
2021,4_AR,9630,19410,46121,6001,26038,16776,2649,12579,16930,59086,11855,10957,14865
2021,2_AR,2217,13022,16886,5866,19673,11259,4847,14268,18495,54422,10066,7378,11697
2021,3_AR,3531,21363,40686,7971,40726,15621,2474,11427,23308,48980,14031,9794,7187
2021,4_OK,9711,14277,18586,5728,20555,10747,2804,10527,16381,46816,12153,8814,18734
2021,5_OK,14862,25811,29814,11213,36817,20259,6061,27898,40582,84618,23714,16004,35824
2021,3_OK,18547,19641,26640,6103,24138,15573,3122,10988,14150,51072,13988,10452,16465
2021,2_OK,13214,24064,45988,7855,30156,22238,3996,15154,20135,69833,20593,13228,21959
2021,1_OK,4763,13389,24638,6625,19150,12689,5073,14723,22139,42310,13289,9331,7179
2021,24_TX,3263,33563,42324,17506,44118,36557,12991,61508,90755,79961,31498,17545,10980
2021,3_TX,4173,30071,45464,13926,39906,19392,15918,54382,76658,81011,22518,19361,14442
2021,26_TX,6428,26649,44808,16181,43624,26444,13333,61462,74340,86687,26273,16426,14783
2021,4_TX,3069,8759,14500,2662,10853,6277,1288,7257,9036,24213,5650,4623,6064
2021,5_TX,6848,35329,31777,10168,33487,20376,5331,21000,30941,59159,16007,14239,12967
2021,25_TX,12025,42041,49802,13725,45932,34195,5135,27916,35671,86674,21584,17950,17195
2021,30_TX,2613,54630,40443,13882,41721,36095,8150,35522,49336,79006,25672,17534,18371
2021,33_TX,158,6948,5551,1615,3660,3964,597,3738,5576,6128,4714,1601,746
2021,32_TX,324,1225,1868,521,2710,958,755,2420,4967,4420,1881,1486,599
2021,6_TX,4939,10141,17786,2929,11382,8102,1355,5947,7527,24100,5364,4068,6715
2021,1_TX,10636,16291,26294,5846,20865,11695,2250,9735,14658,49573,10852,9537,10689
2021,17_TX,4972,16816,27231,5813,20078,12498,2622,12729,20210,51531,11139,8021,14511
2021,10_TX,12744,20005,22317,6111,20018,10447,3376,12770,23832,54378,11992,8765,9473
2021,36_TX,4347,23895,28598,6834,17516,14340,1821,9423,18822,37097,11865,8749,9035
2021,8_TX,15715,28615,35435,12687,31487,20910,5258,21802,36564,64626,18266,14578,15846
2021,12_TX,7689,43580,55914,15493,47508,43753,6726,40305,50846,91046,25650,20488,18787
2021,13_TX,14736,18243,28191,6373,20019,15170,2140,10743,15105,50618,12024,9371,13860
2021,19_TX,18145,17812,15818,7459,22783,12682,3117,14077,13196,56951,13067,9473,13686
2021,31_TX,2055,14493,16124,4003,14808,7084,2675,11312,18808,31711,7703,6419,11007
2021,11_TX,33504,27154,20246,8067,29532,20906,3709,15647,25525,64204,17251,14331,24754
2021,23_TX,13252,13629,10432,5317,15231,11826,2537,15643,17335,40501,11104,6753,14163
2021,7_TX,25322,26519,37692,13972,35117,22744,6806,40158,75220,85168,23887,14911,11786
2021,18_TX,10775,52543,44790,15762,38406,31807,4335,22787,46083,66143,25420,19538,11208
2021,9_TX,10034,59709,46109,16429,43260,33319,6207,32191,63991,123448,34432,26837,21227
2021,29_TX,285,5368,2358,621,2004,1404,67,1023,1959,2799,1226,1477,337
2021,2_TX,21717,45956,53853,17173,39511,40445,6789,27052,54924,87293,22974,18709,16443
2021,22_TX,3068,2614,4026,920,1971,1769,229,1679,2181,5762,1077,1064,982
2021,14_TX,4951,32494,43066,6770,22866,15391,2534,14410,29150,62853,15376,11208,16161
2021,38_TX,410,1432,1629,402,1243,633,314,752,1002,1894,628,536,456
2021,27_TX,12616,29285,26219,7150,26194,15029,2712,14123,19382,58490,15461,10711,18593
2021,21_TX,2472,9921,6112,2431,8947,3907,1620,7783,10160,20405,5815,3880,4004
2021,28_TX,15691,39742,31144,12066,44868,38762,4850,27122,38596,93826,27682,17123,30490
2021,20_TX,4021,27556,19615,7495,33121,17281,6530,44167,46398,85484,27416,13863,21643
2021,15_TX,2608,8077,5157,3187,9415,5776,587,3658,6882,21308,5129,5026,3898
2021,35_TX,1921,30110,18727,6392,24718,12905,5212,15235,33290,44042,20478,9989,17026
2021,34_TX,9857,24879,18526,7103,30519,16599,3042,12900,24464,87795,18731,12799,21022
2021,37_TX,3410,30760,48332,11408,42083,18148,19671,43940,112832,94963,28388,19185,35195
2021,16_TX,2434,18042,19887,6720,24076,18964,4427,12796,26571,65188,14358,8970,23154
2021,2_NM,5236,9292,4603,1826,10008,5375,1340,4682,9881,27117,6997,3889,11043
2021,8_CO,7026,26469,25466,8756,22870,15723,6185,14733,28319,40186,12207,9402,12745
2021,7_CO,4282,17532,15005,5770,17646,9140,5756,16467,31511,37060,12790,7986,13615
2021,6_CO,5134,38508,30972,13597,36337,27972,16938,44262,70152,86613,28088,16993,23270
2021,2_CO,9952,33331,45530,10081,35489,17429,9064,26717,64883,79675,30112,15310,19291
2021,5_CO,2027,20629,17170,4664,23283,11078,6508,21310,36366,54855,15051,11897,18162
2021,1_CO,2891,16236,15168,6666,17186,10156,7952,23912,48099,46915,15926,10059,10244
2021,3_CO,11010,23101,12551,5304,23841,11978,3476,12516,19505,48683,16002,8363,16364
2021,0_WY,22214,15380,8809,3976,19053,12635,2335,9398,11175,42055,11475,6695,15122
2021,3_UT,5012,10393,9624,3304,11782,6615,2407,9387,15586,23462,6899,3881,5995
