year,cd,agriculture_forestry_fishing_hunting_mining,construction,manufacturing,wholesale_trade,retail_trade,transportation_warehousing_utilities,information,finance_insurance_realestate_rental_leasing,professional_scientific_management_administrative_waste_management_services,educationalservices_healthcare_socialassistance,arts_entertainment_recreation_accommodation_foodservices,otherservices_except_public_administration,public_administration
2019,0_PR,6239,33555,73692,23153,70787,29104,12717,46604,64671,167723,42986,29570,78456
2019,1_MA,1612,16225,37577,8364,25590,15131,4228,22218,20786,73709,14184,9605,14708
2019,2_MA,1294,14207,32599,6414,20952,9529,6162,17239,30934,65293,10898,8732,10500
2019,3_MA,541,18000,48852,7105,22137,11373,7342,17442,40499,59868,13866,10590,12601
2019,4_MA,590,19548,36590,10322,27693,11294,7526,30364,47905,78633,14115,10243,14053
2019,5_MA,492,17032,35344,7296,23367,11640,11048,32731,76483,96527,23093,13327,14489
2019,6_MA,807,16938,30355,6690,20358,9935,7673,22729,42267,58345,14588,9778,13708
2019,8_MA,538,21887,26001,8939,31012,18049,11059,48665,69004,119446,26360,16257,20922
2019,9_MA,2185,25773,20735,7561,23391,11207,5049,20942,29343,57083,15238,10376,14361
2019,7_MA,99,4264,6790,2319,6336,4497,2960,8029,18934,26107,7895,3940,3312
2019,1_RI,475,7571,17437,3433,13549,5297,2076,11048,13924,35590,9534,4336,6712
2019,2_RI,934,13295,30360,6833,21650,9508,4110,18477,23464,56253,14410,9704,12439
2019,2_NH,2229,22059,44865,9606,28715,11100,5761,17827,32190,65682,15129,10302,13681
2019,1_NH,1367,15790,36168,6974,22244,10698,5526,19272,27657,47210,12907,8168,9990
2019,2_ME,6785,17307,23085,5263,24205,10391,3170,12809,16547,61563,10303,8604,13644
2019,1_ME,3443,16844,27247,6372,25610,9687,5216,22039,26314,59841,12695,8860,10524
2019,0_VT,5865,16302,28772,5748,21817,7806,3923,12218,20659,59352,15516,8002,12908
2019,5_CT,1236,18264,41593,8032,25628,11280,6769,27249,29427,63811,12868,10048,12579
2019,1_CT,520,14274,30774,6855,19491,12317,5810,30472,27828,62358,11184,10022,13499
2019,2_CT,1973,16295,41177,7509,21572,11610,4666,22628,25188,56290,18077,8604,14261
2019,1_NY,1683,30887,27691,14405,33401,21609,10166,31016,47519,96662,17656,13328,22790
2019,3_CT,287,12170,25754,6472,16252,9504,4406,15430,20808,60207,9417,7971,9561
2019,4_CT,836,18357,25098,8544,22705,10763,8467,42404,46006,56313,15558,11610,6973
2019,6_NJ,732,19791,30067,13181,29020,26037,9732,30908,51781,63811,17297,12167,13802
2019,10_NJ,510,20296,23656,9135,26521,32881,7988,29202,42660,69191,19318,13269,16553
2019,11_NJ,489,17645,39212,13526,28522,18188,15076,44594,61420,77696,17122,12456,15967
2019,9_NJ,279,19928,36807,13101,27956,22359,7539,21776,34468,55020,16431,12556,10099
2019,7_NJ,1810,15875,36139,10819,22142,12227,10822,32691,44086,51849,12448,10027,12348
2019,5_NJ,911,16547,26013,13121,26424,14100,9337,33314,42912,63670,13874,11715,9625
2019,8_NJ,68,11509,15189,7420,14975,16006,5025,19297,26311,23771,13168,6490,4352
2019,12_NJ,336,7835,18798,6349,12181,9608,6597,19018,29163,35951,6498,4961,8986
2019,4_NJ,418,12972,10287,5467,17543,9196,3725,12798,18043,34937,7553,5259,10309
2019,3_NJ,1489,21492,33524,12924,32988,19971,10525,38435,50986,79305,16385,12408,27607
2019,2_NJ,3039,19997,19100,7923,20909,13633,3703,13645,20152,54367,25321,8709,18035
2019,1_NJ,791,16449,23145,11171,26913,17200,5778,22590,33680,68403,14881,9103,15678
2019,10_NY,311,12828,13161,9029,26552,14091,26556,61880,80732,74567,36340,14725,12640
2019,12_NY,133,5767,11108,7910,17433,5901,22284,71112,76805,68250,20057,10877,8989
2019,13_NY,77,4881,4722,2860,12266,8521,6544,12810,18826,39866,20566,8039,5495
2019,11_NY,229,13948,5251,3382,13081,13936,4262,19840,20820,50093,10040,6122,14145
2019,15_NY,399,19547,13611,6938,31147,30416,6348,28410,33333,118335,39612,19101,15610
2019,16_NY,434,15572,10937,7101,17342,11903,8310,30329,34771,67460,17497,11659,12421
2019,14_NY,114,6243,3334,1843,7303,7410,3103,7457,10737,24868,9745,4341,4449
2019,17_NY,526,16567,13872,6994,17923,10623,7043,22853,32081,62507,12723,10110,12724
2019,18_NY,2364,15952,17945,7034,22576,15330,5227,15156,23876,60723,13089,9970,16256
2019,19_NY,4776,18677,30784,7119,25709,13078,4841,14687,22808,80108,16754,11339,17876
2019,4_NY,339,22241,16165,11598,27342,23542,9794,36202,40569,94972,16796,12760,21036
2019,3_NY,246,7665,8221,6459,11075,7596,4899,22278,23137,37096,7048,5338,6263
2019,7_NY,717,34671,22396,12760,46252,41895,30918,51646,99924,121059,56214,27651,25784
2019,9_NY,57,5657,3066,2129,8366,9878,3213,8439,11951,39501,7455,5199,5444
2019,8_NY,316,14769,6403,6036,18652,22296,6283,20162,23405,77222,15561,9971,11978
2019,6_NY,353,23700,10329,6986,23135,20663,5498,20509,25453,45573,35845,19602,9535
2019,5_NY,228,17881,8759,5834,22747,30819,6781,23621,29126,88029,18047,13016,20871
2019,2_NY,429,16422,18306,7357,18626,13889,6162,16331,22852,54031,10102,8316,13318
2019,20_NY,1143,12095,20626,5822,19172,9463,4410,20138,29361,58292,13354,8961,29062
2019,21_NY,5930,19321,29672,5369,25899,14059,3615,13212,19784,67997,14122,9761,25362
2019,22_NY,2367,12684,23566,7285,20522,12045,5037,19279,21623,67909,13673,9251,14390
2019,24_NY,9667,25191,58738,10562,32935,17013,5997,20493,32525,91293,16217,13666,22736
2019,23_NY,4364,14397,39730,5507,18594,10395,2709,12757,16249,54664,10520,8866,14445
2019,26_NY,583,11946,32560,7688,22873,13574,4775,27125,28229,71043,17096,10180,14899
2019,25_NY,686,9243,28723,5009,17336,8132,5346,11372,24796,60689,10662,7627,7226
2019,17_PA,1535,10478,20564,6089,15189,11724,3241,18704,22903,41953,7951,6451,5536
2019,14_PA,10650,24714,50502,11790,34823,23515,4936,21996,30536,81794,16991,14703,14164
2019,12_PA,1811,13321,25770,7636,24737,15429,6018,29309,39596,82818,16815,11620,11616
2019,16_PA,3442,14272,45126,6633,21320,12257,3267,16430,19436,60699,11660,9458,9969
2019,13_PA,5501,15971,34200,6091,20211,14748,2600,8442,13156,47429,8512,8028,13346
2019,15_PA,8738,17223,52052,6315,24526,15354,2784,11111,16752,74312,10247,10121,13545
2019,9_PA,9679,21963,60173,10443,32632,22430,3685,14447,22165,81467,13315,12497,16351
2019,10_PA,3150,19802,47034,11712,30046,24820,4607,25541,34334,70851,14143,13909,30656
2019,11_PA,5070,18578,39246,7893,19513,10712,3301,12350,17846,42442,9495,8635,7271
2019,6_PA,7241,18487,50698,11151,25991,13355,6745,35052,48321,65814,13285,10354,8862
2019,7_PA,1679,13206,41271,9015,21522,18305,4858,14056,22796,56032,12492,8709,7857
2019,1_PA,1849,25949,56707,14243,34218,15647,8449,34315,52574,81684,17822,13531,12878
2019,4_PA,620,10405,24833,5711,12879,7444,4020,18961,26698,40044,6942,6426,5658
2019,8_PA,1539,13194,28257,7780,22544,15565,3864,15378,19238,49892,14865,8744,13371
2019,5_PA,485,12364,21702,6775,19901,14413,5326,23051,33245,67888,12473,9175,9843
2019,3_PA,556,7693,17008,5147,19994,16568,7016,24698,43260,96106,21957,12951,19610
2019,2_PA,640,12908,18725,5932,18194,15599,3344,11884,18875,53887,12627,9579,16725
2019,0_DE,4016,25149,32215,7481,30917,17724,5099,37143,33639,78475,19836,11805,22330
2019,0_DC,397,7844,3972,1589,9445,8148,11407,21192,71734,46796,22442,27595,55294
2019,10_VA,1776,25494,14898,4732,23526,13317,11256,26147,95552,53170,17373,15945,36437
2019,7_VA,2354,29317,15108,6726,30469,16573,5899,21017,56794,65012,18236,14982,54656
2019,11_VA,247,7445,5440,1767,8264,6077,6301,14734,57059,25385,9210,9439,23286
2019,4_MD,535,32755,7483,4756,22856,23081,7620,17654,53606,74378,24821,19389,56181
2019,5_MD,924,17353,7970,2819,13415,10436,3324,9726,30205,34958,7995,7817,41332
2019,3_MD,573,18623,16362,7189,20585,12071,5702,18282,54598,57363,14001,12504,45645
2019,8_MD,398,18600,8197,3718,16666,8391,9087,20783,67752,57142,17307,20417,43785
2019,6_MD,2138,23436,18977,5618,22286,12610,6569,19991,53600,53301,15964,13421,31023
2019,1_MD,3679,20698,21683,6529,23096,12196,3928,16829,29172,54776,13713,10251,26736
2019,2_MD,1305,24677,23521,9036,28724,17293,8190,34646,56649,93430,18584,15450,38338
2019,7_MD,372,14787,13812,5351,19885,17589,4253,16242,32475,73259,15372,11493,25287
2019,8_VA,726,24603,9365,3267,19040,11367,10728,28347,102064,56882,27666,27863,68663
2019,1_VA,1857,21333,25876,8249,28522,14551,4776,30155,37885,67890,17144,12107,25006
2019,6_VA,5620,22438,40066,9007,29631,16697,5124,17595,25422,68566,17274,11798,16786
2019,5_VA,4049,18859,28049,6135,23372,12469,4004,19460,26131,65362,12551,9735,17931
2019,4_VA,952,12303,17756,4358,17593,12308,2781,14473,18550,38426,11289,7462,17715
2019,2_VA,1908,19911,29628,6699,25580,15109,5087,22625,36991,66366,16207,11845,34512
2019,3_VA,637,15448,28181,4812,20614,11304,3422,12184,25312,47362,15419,8130,23379
2019,9_VA,6943,16140,42304,5818,25412,12655,3227,10732,20140,66268,10478,11149,14744
2019,1_WV,12221,15221,21478,6747,27344,15089,4053,11862,19762,70492,15385,10406,21123
2019,2_WV,11676,20318,29368,6669,29640,17662,3840,12401,22573,73217,15734,9796,23646
2019,5_NC,2836,13157,28419,4529,19000,7962,2124,12311,14829,43835,9153,7343,7447
2019,6_NC,2181,22371,57744,11793,33843,20843,5266,24659,31904,75876,18746,14329,13350
2019,10_NC,3578,21968,86601,11235,34352,20578,3777,15800,23920,60993,17064,12803,13444
2019,8_NC,2678,19200,36693,7527,21706,12345,3341,18475,20056,44649,11429,9502,9742
2019,4_NC,1215,14714,27554,5362,18125,8597,5237,16950,38099,67487,12702,9722,12529
2019,9_NC,3611,17500,50980,7204,23350,12650,5868,16507,39898,69409,14915,11951,17454
2019,13_NC,2073,25223,27729,7903,23743,14117,6826,18197,36950,51416,16002,10216,19192
2019,1_NC,4041,10144,28502,4181,13473,7994,1466,7072,8074,32591,7802,5555,10052
2019,2_NC,340,6838,11241,3605,9076,4734,4799,12742,28502,22487,8016,4357,6304
2019,3_NC,10174,24363,39468,7023,29470,13704,3667,13872,21652,70166,19262,12557,25694
2019,14_NC,681,21994,32455,11700,27217,19533,9144,48563,46811,50092,23592,13563,6793
2019,12_NC,373,11992,14697,5948,15605,11008,4299,25104,21544,30686,10978,6231,4559
2019,7_NC,4976,24769,34906,6292,33345,16217,5578,16619,27718,70878,21123,12300,21949
2019,11_NC,2913,19350,30751,4758,21809,7710,3226,11548,18897,54172,20878,10458,10319
2019,6_SC,5016,34578,57240,10410,45023,26739,9334,30914,49217,104450,32484,20913,35734
2019,2_SC,1980,13177,20435,4189,14471,10057,2061,9092,14279,29824,7063,7082,9449
2019,7_SC,2344,14980,26416,5347,24632,11030,2720,13290,15846,43698,21873,7665,9169
2019,5_SC,1962,12433,38916,7050,19773,13372,3854,16262,18641,35224,9962,7745,8890
2019,3_SC,2364,13399,47187,4858,18761,10308,2241,8740,14333,43129,8561,7795,8195
2019,4_SC,1368,19078,65867,10587,24676,14758,6097,18153,31560,56721,17463,12405,8426
2019,1_SC,831,13690,14675,3399,14140,8113,3039,11478,23615,34147,14489,6410,9395
2019,5_GA,582,11365,21303,10194,27849,19054,14921,33253,73189,67956,29116,12404,16588
2019,6_GA,965,20309,28802,10894,26104,12458,11736,27897,52805,42890,14330,10835,8899
2019,7_GA,1126,37702,44569,17964,46201,25313,16925,40093,79434,75949,29481,22242,16747
2019,14_GA,2758,33854,81524,13446,38244,29744,8740,24780,40294,72091,19826,16053,18648
2019,10_GA,2635,16587,30325,7015,21364,15117,3440,10877,19495,50409,12460,9047,12678
2019,4_GA,99,5524,6337,2829,9083,8674,3216,6590,14221,21445,6189,3610,5973
2019,13_GA,978,23705,29283,12804,35973,49082,10452,25038,45509,77243,27445,15968,25778
2019,11_GA,135,4295,7449,2615,5952,3557,2467,6875,12241,11067,3170,2865,2115
2019,3_GA,1047,11078,31513,5463,13683,16279,2692,9349,14254,32049,8069,7370,9438
2019,3_AL,2663,12923,41868,4875,17831,10782,2907,11790,13966,44146,9446,7495,12435
2019,9_GA,4867,21672,44500,8781,24184,12968,4595,12875,21555,42917,13122,9987,10248
2019,8_GA,10299,20526,44012,7538,33783,20648,3990,17484,22137,72636,17859,12431,33177
2019,12_GA,5241,15906,26637,4452,20052,15068,2575,8521,17164,51785,10498,7468,15205
2019,1_GA,3261,18188,28984,5635,23514,19342,3603,12099,20981,52599,19050,10041,20799
2019,2_GA,6012,10037,21445,4124,15064,8929,2261,13441,11515,39674,8904,6875,13966
2019,4_FL,819,15466,14902,6468,21345,19571,3195,21965,25329,43620,14789,10300,14855
2019,3_FL,6618,18279,15431,5146,27593,13341,3409,13914,23145,72309,16396,9847,18679
2019,6_FL,2224,19159,15337,5464,23672,11770,3867,15018,21619,42894,16229,9047,11095
2019,2_FL,3526,15437,11212,4187,22621,10072,3284,13719,23369,52538,16305,8849,36489
2019,5_FL,762,19674,18451,8010,26013,15418,4573,42502,40444,55146,20056,10768,13964
2019,7_FL,471,14435,12571,4839,17634,8769,5543,18366,31075,38259,14268,7881,7699
2019,11_FL,2685,18679,9451,5592,20420,8901,3544,13858,22019,36027,28289,8230,9901
2019,1_FL,1686,17833,13003,5405,28029,12573,3168,21921,28594,47068,20835,9822,22946
2019,10_FL,1271,26530,21255,10475,37686,22763,8884,31430,57964,72648,60589,15907,13722
2019,8_FL,1671,16429,26471,4479,23461,9482,3195,12743,31167,45689,16798,8354,13695
2019,9_FL,793,12131,7281,5559,18976,12027,2501,10189,19063,28639,31997,5409,7301
2019,28_FL,3943,14564,5623,5795,16264,11994,2300,11910,18077,30247,16388,7475,9406
2019,25_FL,1383,25700,20160,16774,40657,27445,8920,33833,54074,77832,31427,16913,20682
2019,26_FL,378,16231,12061,6393,16519,17292,3315,9890,18351,27398,12289,8975,5798
2019,24_FL,690,20354,11950,8959,27753,21298,4675,19745,31866,48232,33334,13326,10103
2019,27_FL,2499,38941,20256,20748,43824,39472,11173,46863,67842,97430,45012,24837,17824
2019,20_FL,1389,31896,21030,12050,40997,22684,8187,29762,55104,75457,33646,18036,17418
2019,23_FL,224,5298,4507,3072,9747,4051,2071,9325,14364,16927,7172,4283,3323
2019,22_FL,2230,24195,12149,7745,29495,12805,5457,22469,40257,53261,23627,12538,10203
2019,21_FL,3656,20621,12744,5790,24914,11732,4102,14190,28116,47992,18438,11044,10698
2019,18_FL,12728,28670,19481,9413,36401,21142,3854,19983,29664,57502,30941,12723,14804
2019,16_FL,1764,13367,11701,4929,16501,7044,3005,13772,20229,29985,10823,6420,6852
2019,15_FL,3626,26090,19526,10832,35146,18154,7232,38929,45806,74675,24878,12137,13970
2019,14_FL,1279,21416,21407,9104,29831,16544,6995,38845,51406,69674,25582,12164,14430
2019,13_FL,569,12506,17660,6051,22543,8201,3979,22712,29851,42780,16197,8591,8755
2019,19_FL,2063,36137,11708,6247,34551,13172,4781,21717,36944,53368,29752,13320,11053
2019,17_FL,1059,17658,11219,3877,22817,8271,3708,13886,23431,40632,17571,9045,7662
2019,12_FL,1398,16340,9869,4035,21306,10077,2689,11538,19839,38910,11957,7027,8904
2019,6_AL,3695,23378,44090,12853,31424,22819,8098,33264,36865,80427,18361,16733,17500
2019,7_AL,2927,8691,24856,2952,11661,7275,1945,6385,8493,34496,7234,4617,6959
2019,2_AL,5130,15252,41340,7609,25353,18219,2950,13656,21310,54477,15018,10862,26181
2019,4_AL,4398,17425,53773,6886,23258,15067,3029,9920,14245,43420,9957,9213,10853
2019,5_AL,1521,12607,32498,3846,17596,8383,3658,7721,34564,36026,8543,6810,18909
2019,1_AL,2474,17225,27884,6562,21373,12390,2773,13046,20869,46980,12803,9496,10948
2019,7_TN,2693,23819,40689,7786,29705,18025,6689,20003,32520,64738,20693,12438,18642
2019,5_TN,1689,27640,44098,12209,34446,20528,9687,31950,47326,83712,25615,15534,17444
2019,4_TN,4417,14670,48007,5732,20359,13585,3427,12215,15816,39534,9944,7436,10346
2019,6_TN,2228,10138,21992,5058,14488,9940,2143,8191,12084,30424,9048,6069,6823
2019,3_TN,2799,21669,56738,7828,29785,21981,3899,22720,30651,62319,17400,13088,13951
2019,1_TN,2826,17579,47565,6004,26120,13264,3626,13389,19034,58246,20786,9579,10933
2019,2_TN,1429,12030,22183,5921,19762,9875,4191,12642,22395,42697,12425,6318,7592
2019,8_TN,3052,9126,34949,4468,15807,9423,1695,7158,9132,37745,7157,5859,10067
2019,9_TN,1002,17726,36767,13350,31970,43613,5043,21596,34497,77439,21549,15940,19871
2019,1_KY,7916,11773,36542,4011,15997,11240,1890,6751,10045,40246,8517,6307,9404
2019,1_MS,3479,13866,51076,7424,23021,21302,2379,11385,14372,53335,11307,8747,10077
2019,2_MS,8374,17329,37559,7878,27168,17309,4330,14198,18681,76570,18866,11458,21828
2019,1_AR,11616,17208,49184,8676,30721,19985,4272,13409,15004,69023,12429,11445,18887
2019,3_MS,8012,16865,30831,6321,21364,14282,2672,11979,13047,61285,11405,9889,13426
2019,4_MS,3010,14372,22615,3610,16811,9651,2110,8590,12168,38170,17934,6826,13000
2019,4_KY,6141,21771,60972,11876,32653,25618,6188,30885,33182,69549,15880,12160,19922
2019,3_KY,481,9734,25558,5486,16459,14137,3402,15690,19366,42652,14338,7663,6587
2019,2_KY,5452,19506,60750,9224,28024,21063,4284,17009,19432,60739,14000,11129,14150
2019,6_KY,4556,11592,32013,5679,20304,9208,3049,11843,21024,54673,12451,9094,11020
2019,5_KY,7880,13300,32186,4297,22016,13360,4196,9140,13769,60409,9493,8461,13695
2019,12_OH,7556,25619,57720,10507,35963,20619,5230,26099,26425,77916,14497,12593,18503
2019,15_OH,1418,12176,33071,8675,20969,15052,4700,20957,23580,41136,10281,7320,11089
2019,4_OH,3472,9291,44565,4792,14776,9431,2182,10007,12902,34491,6747,6182,8245
2019,3_OH,752,13066,30095,10873,36470,20715,8209,43994,44980,85149,23436,11895,17488
2019,10_OH,1210,11646,39782,6137,22455,11603,3727,14872,24518,57179,12659,8251,18524
2019,2_OH,2816,13599,33532,3887,19545,12784,1878,9330,12133,44350,7831,6460,9027
2019,5_OH,5243,17241,84005,8775,25987,15665,3753,15337,21024,60063,11245,9786,12371
2019,9_OH,3450,17619,73979,8669,26259,18859,3981,13461,22364,68255,16946,10620,11431
2019,6_OH,5593,11597,34169,5256,19309,14076,2658,8831,13596,44523,9936,7523,7978
2019,14_OH,2431,15590,58641,7211,21536,11615,3135,15395,19125,50056,10828,9408,9852
2019,7_OH,922,7278,24151,5721,11610,6556,2576,13962,17776,31391,6807,4675,6403
2019,11_OH,677,11795,46889,9970,26161,15420,5449,26950,32850,83276,21814,11815,15496
2019,13_OH,1841,19412,67389,13293,34514,19848,6077,24392,34685,76837,17863,14519,12738
2019,8_OH,2230,12877,41640,5902,18377,11620,2328,12546,16499,39813,8409,6687,8009
2019,1_OH,1341,23046,74046,14929,41940,22139,8432,42588,61927,100368,23709,16369,18446
2019,5_IN,2414,14926,43874,9568,24680,13226,5692,27308,37345,65610,15256,11844,12894
2019,4_IN,6219,22034,77191,9803,29081,22829,4667,17518,28165,71725,13840,12982,13263
2019,6_IN,2833,16670,48604,9001,25083,18127,3377,14962,22317,50059,13218,9559,13721
2019,9_IN,4967,20498,77862,6984,27122,17138,3793,16367,19992,63305,16390,10743,13265
2019,7_IN,241,8355,17319,5225,15372,11739,2712,11431,19163,33346,11259,6072,6392
2019,1_IN,751,14756,44824,5856,19416,17745,3227,11598,19156,45306,14348,8819,8964
2019,2_IN,3877,14842,92304,7343,21843,12294,3656,11508,15253,52734,11072,9964,8155
2019,3_IN,3232,14401,67142,7540,20966,11717,4118,14921,15190,42390,10040,8901,6792
2019,8_IN,7806,15699,59697,7446,21320,15021,3460,10850,15307,49308,12207,8643,12017
2019,9_MI,4197,21218,82795,7472,24218,10736,3614,16604,28046,54645,11210,9792,13046
2019,11_MI,472,10662,57984,7204,18950,7835,4896,24284,42309,51001,15273,8767,7788
2019,10_MI,409,12255,62182,7294,21804,11177,3501,17294,25301,44558,14966,8984,9104
2019,12_MI,717,9715,53684,7595,21235,17488,3969,19704,29707,55362,16999,10344,10389
2019,6_MI,1619,12608,72363,8426,23612,16645,5668,18564,40415,84134,15937,10991,9776
2019,7_MI,1946,11193,34201,5973,18758,9880,2869,18209,19855,47004,10606,8819,17926
2019,13_MI,372,7040,33598,3771,13050,11167,2254,10740,17669,34249,13097,6448,6427
2019,5_MI,5173,17329,82854,6390,25516,18041,2774,13741,19397,58612,13707,12028,12049
2019,8_MI,2544,16892,57952,6493,27282,13038,3602,14215,20317,63520,16000,10253,9946
2019,1_MI,7286,16773,36846,5175,25340,11338,3055,11614,14148,49810,17115,9172,12855
2019,2_MI,5587,11358,36577,3655,12634,6419,1324,5480,7516,26614,7462,5817,7290
2019,3_MI,4357,22941,106180,17080,34074,17108,5295,22905,34566,77965,18885,15659,10293
2019,4_MI,2073,6968,30594,3390,11502,4634,1329,7121,10067,26184,6904,5554,4327
2019,1_IA,8841,22425,61676,8563,28016,16818,3563,24374,21894,73927,13510,11357,11894
2019,4_IA,18969,20638,51058,11661,27196,17859,3842,18044,16777,63091,11253,10388,11517
2019,3_IA,5989,15858,28668,8055,21566,11403,5025,40461,23548,47016,11354,8749,10165
2019,2_IA,13604,22066,69287,11210,29167,18308,5140,22396,22579,67244,13039,11162,9772
2019,6_WI,10085,24955,116257,11566,34319,17918,5568,25332,28108,69635,17539,13602,15870
2019,5_WI,1375,10717,41006,7586,15330,6750,3110,16465,18623,36375,6848,6322,5086
2019,1_WI,3786,22404,83158,12624,33441,19428,5436,22284,30083,70957,17621,12144,15180
2019,4_WI,840,9252,38105,6161,18495,11332,4304,14692,24377,55207,15374,8256,8380
2019,2_WI,4538,11828,27684,5539,18958,7826,7137,20618,32465,56654,11436,8158,12767
2019,3_WI,14263,19249,63698,9041,32055,17423,4326,20409,17795,65372,13302,10721,13295
2019,7_WI,8544,14197,46229,5819,18060,10634,2535,13351,11862,39373,9858,7625,9244
2019,8_WI,5871,16718,58263,7650,19549,12987,2987,16112,15724,37976,10959,7198,7438
2019,2_MN,1697,13137,35907,9141,20839,14838,5979,26508,29347,42248,11296,8639,11046
2019,4_MN,930,9184,34397,7086,17761,10855,5096,21323,26224,51833,12809,8692,12845
2019,6_MN,3160,18037,38367,6939,18179,10964,2506,15491,18309,41467,8001,7448,7426
2019,8_MN,8548,26637,44024,8309,27238,17586,3889,18743,21296,66622,17647,11243,18202
2019,1_MN,14910,19250,56540,8908,23989,12568,4625,13066,16401,75292,10644,10143,10821
2019,5_MN,1377,12988,45186,10488,31472,13934,7090,35294,53333,73959,22653,12841,10976
2019,3_MN,1776,15774,52669,12022,27217,11845,5257,36460,40299,52253,10915,9665,8527
2019,7_MN,15006,15626,39720,8898,18378,10928,2411,10675,10738,42002,7474,7913,8032
2019,0_SD,22393,23327,37488,10590,29664,15616,4790,26650,20309,70618,18725,12608,17783
2019,0_ND,30509,22606,23338,12618,28192,17184,3525,18851,19003,65434,14225,11302,16941
2019,2_MT,17575,15363,8960,5626,19973,12190,3593,12172,13592,42535,12874,7960,17698
2019,3_NE,28381,21382,42429,10182,26212,20813,3565,14328,12879,57494,10229,11024,12677
2019,1_MT,8868,14928,11046,4263,18622,8410,2517,10772,15738,36848,13195,6581,9189
2019,1_ID,13035,28696,40239,10501,37874,17480,5016,21069,30989,65919,18338,13569,22383
2019,10_IL,727,11024,44419,13089,22627,10378,4435,26412,40306,45343,14445,8677,7510
2019,8_IL,1244,25588,71821,19671,37494,30735,9733,39092,60633,73152,24323,16690,13785
2019,11_IL,2863,30723,86485,22373,45381,32219,9772,44954,66809,89554,24750,19189,16381
2019,9_IL,220,5853,16171,6330,15730,9600,5645,21406,37176,50141,17446,10694,5886
2019,3_IL,1330,29421,76096,19958,44881,38501,13879,54539,97304,106079,46472,25144,18782
2019,4_IL,287,14876,37856,8397,18366,18273,3770,15293,28622,45083,23538,11667,9772
2019,14_IL,3926,15020,32308,7902,22817,19936,3819,14162,19884,43365,12328,8849,9962
2019,16_IL,2556,6560,23226,3859,9360,6506,1411,7263,7281,21265,4095,4159,4307
2019,7_IL,262,1580,6739,1952,4367,5233,2106,10052,17242,18498,4412,2787,3681
2019,2_IL,3371,14568,39376,7600,26558,34412,5660,24268,30993,87761,19536,12840,20501
2019,6_IL,589,18437,34001,10457,25756,28003,5061,24943,34968,61822,17831,12681,18028
2019,1_IL,109,3683,5088,1731,3958,3942,1282,5849,8307,12023,2272,1862,2182
2019,5_IL,159,1598,6346,3035,5401,3235,3787,17291,31958,18235,5806,3299,2192
2019,15_IL,7991,9841,24377,6865,14505,10884,1902,9098,7847,34640,5531,6386,8708
2019,17_IL,6929,18683,67412,9622,31668,21531,4304,29716,27400,77227,16418,13223,14046
2019,13_IL,4502,17326,38272,9744,29722,22364,5728,24443,31088,87508,19278,13504,25294
2019,12_IL,13380,15397,44230,7325,23997,16982,3297,14459,14926,63192,10583,9732,16238
2019,2_MO,2010,13485,31660,9661,21179,9088,6239,29148,34433,55665,11936,8977,7616
2019,8_MO,9054,22565,44001,8400,29036,17770,3873,16879,19425,68413,11588,11124,15390
2019,3_MO,4956,25149,50582,11304,34120,18083,8139,33458,33061,79734,18521,13232,23306
2019,1_MO,808,8955,26471,6287,20950,15403,5947,21211,27322,65498,19460,9802,11457
2019,6_MO,8966,20755,49553,9927,28894,22727,5227,20966,26302,66075,13877,11489,18595
2019,4_MO,6119,19047,32345,5937,23454,14347,3981,16643,20587,52010,10161,9344,14325
2019,5_MO,726,12298,19094,6014,17246,12283,4654,16610,26690,38751,14810,7993,10228
2019,7_MO,4469,17337,37694,8237,29788,16902,4447,15521,22237,57740,19010,12688,9088
2019,2_KS,8618,23599,48512,8897,28026,20026,5253,19896,24496,80694,17101,12839,26293
2019,3_KS,1808,16041,26255,10497,25074,13824,9503,30479,46915,57566,13458,8821,10183
2019,1_KS,18370,13048,29390,6310,15268,10574,3148,8920,9676,41609,7723,6979,9799
2019,4_KS,7271,18761,52547,8279,22891,12989,4016,13478,21054,56637,13422,10088,11206
2019,1_NE,3887,10911,17976,4098,12170,8504,2961,12570,13445,34315,6529,6419,9801
2019,2_NE,2957,22643,28709,9306,28141,19341,7155,36598,37901,69377,15553,11233,12864
2019,4_CO,7436,10674,10467,4578,12856,7020,6700,16520,21870,25548,6364,4793,9470
2019,2_LA,6558,39353,36943,12737,39472,29038,6591,25822,47186,105395,41375,18282,27694
2019,1_LA,8317,15098,13473,5790,17040,12038,2476,10359,17597,36537,12282,7063,9859
2019,3_LA,21994,22770,26101,7688,28155,14571,3446,13110,21250,58495,20284,11015,12773
2019,6_LA,1547,14681,16225,4839,12850,6827,2862,10161,14749,29323,8087,5781,9021
2019,5_LA,9799,19013,20413,6516,24441,13897,4231,13436,17037,64311,14575,10803,18569
2019,4_LA,12269,18402,21850,5494,22302,14212,3718,11933,15965,57113,14530,9669,17320
2019,4_AR,9596,19620,47335,5879,26965,17023,3615,11615,15523,61747,12689,9911,14583
2019,2_AR,2308,10850,16888,5448,21021,10842,5223,13427,17958,51108,10903,7988,11560
2019,3_AR,3872,17973,42345,7383,38327,14484,2782,10845,21571,45169,13028,8634,7015
2019,4_OK,11032,13227,18278,4973,20368,10321,2960,10880,16171,45598,13009,8741,19344
2019,5_OK,17084,26355,28891,10800,36936,18643,6235,26246,37825,79060,23964,16571,34331
